generation,file_path,total_entries,valid_entries,invalid_entries,pareto_front_area,objective_0_min,objective_0_max,objective_0_mean,objective_0_median,objective_0_stdev,objective_1_min,objective_1_max,objective_1_mean,objective_1_median,objective_1_stdev,crowding_total,crowding_infinite,crowding_min,crowding_max,crowding_mean,crowding_median,crowding_stdev
42,global_gen_42.pkl,308,47,261,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9068978454204316,0.9097999930381775,0.008895518074103558,518209.0,716446.0,539446.9574468085,518230.0,61725.43505189717,47,4,0.0,0.5368458039760688,0.04394253307750507,0.010498864226578976,0.1114017134412854
43,global_gen_43.pkl,314,47,267,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9067531646566188,0.9097999930381775,0.00884595033361492,518209.0,716446.0,539446.5106382979,518230.0,61725.59204846544,47,4,0.0,0.5368458039760688,0.04394253307750507,0.011810635595076438,0.11124774535250159
44,global_gen_44.pkl,320,49,271,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9070897698402405,0.9097999930381775,0.008888225037193595,518209.0,716446.0,542625.0204081633,518230.0,65595.57505861511,49,4,0.0,0.5368458039760688,0.04199154939418429,0.010498864226578976,0.10908915028894689
45,global_gen_45.pkl,324,49,275,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9073469115763294,0.9097999930381775,0.009065735055778,518209.0,716446.0,542655.3265306122,518230.0,65584.40157994498,49,4,0.0,0.5368458039760688,0.04199154939418429,0.011810635595076438,0.11112647368500556
46,global_gen_46.pkl,331,48,283,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9072895559171835,0.9097999930381775,0.009152682658928034,518209.0,716446.0,543164.625,518230.0,66180.44091583123,48,4,0.0,0.5368458039760688,0.04294590278950666,0.012108154169366728,0.11222451891476433
47,global_gen_47.pkl,337,48,289,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9072895559171835,0.9097999930381775,0.009152682658928034,518209.0,716446.0,543164.625,518230.0,66180.44091583123,48,4,0.0,0.5368458039760688,0.04294590278950666,0.012108154169366728,0.11222451891476433
48,global_gen_48.pkl,345,48,297,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9072895559171835,0.9097999930381775,0.009152682658928034,518209.0,716446.0,543164.625,518230.0,66180.44091583123,48,4,0.0,0.5368458039760688,0.04294590278950666,0.012108154169366728,0.11222451891476433
49,global_gen_49.pkl,350,49,301,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9070979320273107,0.9097999930381775,0.009155633469876604,518209.0,716446.0,542655.3265306122,518230.0,65584.40157994498,49,4,0.0,0.5368458039760688,0.04199154939418429,0.01240567274365702,0.11003947696125065
50,global_gen_50.pkl,357,48,309,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9072895559171835,0.9097999930381775,0.009152682658928034,518209.0,716446.0,543164.625,518230.0,66180.44091583123,48,4,0.0,0.5368458039760688,0.04294590278950666,0.012108154169366728,0.11222451891476433
51,global_gen_51.pkl,364,50,314,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9076459717750549,0.9099499881267548,0.00914475866621517,518209.0,716446.0,542166.4,518230.0,65003.72508823582,50,4,0.0,0.5368458039760688,0.04107868962474551,0.012108154169366728,0.10995733883013628
52,global_gen_52.pkl,370,50,320,41458.41803994775,0.8822999596595764,0.9203999638557434,0.9078439712524414,0.9099499881267548,0.009304752497921355,518209.0,716446.0,542166.4,518230.0,65003.72508823582,50,4,0.0,0.5368458039760688,0.04107868962474551,0.012108154169366728,0.10993227527142023
53,global_gen_53.pkl,377,50,327,41458.41803994775,0.8822999596595764,0.9203999638557434,0.9079159712791443,0.9099499881267548,0.009368647665076404,518209.0,716446.0,544128.64,518230.0,65742.40980283641,50,4,0.0,0.510546458719469,0.0410786896247455,0.012108154169366728,0.09419323897802483
54,global_gen_54.pkl,382,50,332,41458.41803994775,0.8822999596595764,0.9203999638557434,0.9079159712791443,0.9099499881267548,0.009368647665076404,518209.0,716446.0,544128.64,518230.0,65742.40980283641,50,4,0.0,0.510546458719469,0.0410786896247455,0.012108154169366728,0.09419323897802483
55,global_gen_55.pkl,390,53,337,41458.41803994775,0.8822999596595764,0.9203999638557434,0.907990537724405,0.910099983215332,0.009301948073235474,518209.0,716446.0,546380.0188679246,518230.0,68240.62705193985,53,4,0.0,0.5077770463494271,0.03856366781098557,0.01240567274365702,0.0878572777062935
56,global_gen_56.pkl,395,52,343,41458.41803994775,0.8822999596595764,0.9203999638557434,0.9082615100420438,0.910099983215332,0.00935089638587201,518209.0,716446.0,546921.7692307692,518230.0,68791.22399271792,52,4,0.0,0.5077770463494271,0.039367077557047776,0.012108154169366728,0.08988636353979614
57,global_gen_57.pkl,401,53,348,41458.41803994775,0.8822999596595764,0.9203999638557434,0.9083943108342728,0.910099983215332,0.009317464381840094,518209.0,716446.0,546380.0188679246,518230.0,68240.62705193985,53,4,0.0,0.5261496676393904,0.03856366781098557,0.010498864226578976,0.09177024567112164
58,global_gen_58.pkl,405,53,352,41458.41803994775,0.8822999596595764,0.9203999638557434,0.9084943116835829,0.910099983215332,0.009408964790614607,518209.0,716446.0,546407.641509434,518230.0,68229.29997388736,53,4,0.0,0.5261496676393904,0.03856366781098557,0.011810635595076438,0.09174397793889329
59,global_gen_59.pkl,411,54,357,41458.41068997979,0.8822999596595764,0.9210999608039856,0.9086296006485268,0.910099983215332,0.009389708779907654,518209.0,716446.0,545858.7222222222,518230.0,67702.24410801318,54,4,0.0,0.525557766762246,0.03765175876119784,0.009665015761433953,0.09072347778607989
60,global_gen_60.pkl,416,56,360,41458.41068997979,0.8822999596595764,0.9210999608039856,0.908964257155146,0.910099983215332,0.009394086791131183,518209.0,716446.0,548390.9285714285,518230.0,70329.36042982001,56,4,0.0,0.525557766762246,0.03620361419345946,0.00902057896386238,0.08899362621936546
